,date_cd,dong,temp,hum,redust,pm10,pm25,o3,no2,co,so2,buspop,stops,consts
560,20221007,양재동,17.0,64.0,9.0,10,4,0.023,0.014,0.2,0.003,62657,116,40
561,20221007,일원동,18.0,65.0,9.0,10,4,0.023,0.014,0.2,0.003,7966,20,40
562,20221111,개포동,20.0,76.0,59.0,52,33,0.025,0.043,0.6,0.004,19451,25,44
563,20221111,청담동,17.0,82.0,3.0,52,33,0.025,0.043,0.6,0.004,22901,31,44
564,20221111,수서동,20.0,67.0,2.0,52,33,0.025,0.043,0.6,0.004,16286,14,44
565,20221111,압구정동,20.0,71.0,3.0,52,33,0.025,0.043,0.6,0.004,26232,19,44
566,20221111,세곡동,22.0,61.0,9.0,52,33,0.025,0.043,0.6,0.004,18733,71,44
567,20221111,양재동,19.0,72.0,11.0,52,33,0.025,0.043,0.6,0.004,60654,116,44
568,20221111,일원동,21.0,57.0,29.0,52,33,0.025,0.043,0.6,0.004,7595,20,44
569,20221114,개포동,14.0,66.0,4.0,24,15,0.015,0.023,0.5,0.003,17989,25,44
570,20221114,역삼동,15.0,59.0,3.0,24,15,0.015,0.023,0.5,0.003,60491,18,44
571,20221114,청담동,13.0,70.0,4.0,24,15,0.015,0.023,0.5,0.003,19969,31,44
572,20221114,논현동,14.0,56.0,24.0,24,15,0.015,0.023,0.5,0.003,34799,19,44
573,20221114,대치동,14.0,63.0,7.0,24,15,0.015,0.023,0.5,0.003,44959,17,44
574,20221114,도곡동,14.0,66.0,13.0,24,15,0.015,0.023,0.5,0.003,21321,22,44
575,20221114,삼성동,15.0,55.0,33.0,24,15,0.015,0.023,0.5,0.003,47335,95,44
576,20221114,수서동,14.0,68.0,5.0,24,15,0.015,0.023,0.5,0.003,15300,14,44
577,20221114,압구정동,14.0,75.0,6.0,24,15,0.015,0.023,0.5,0.003,22051,19,44
578,20221220,개포동,-1.0,53.0,165.0,31,19,0.008,0.041,0.5,0.003,7489,25,49
579,20221220,역삼동,1.0,48.0,1.0,31,19,0.008,0.041,0.5,0.003,25397,18,49
580,20221220,청담동,2.0,57.0,165.0,31,19,0.008,0.041,0.5,0.003,9381,31,49
581,20221220,논현동,2.0,48.0,4.0,31,19,0.008,0.041,0.5,0.003,14517,19,49
582,20221220,대치동,1.0,48.0,15.0,31,19,0.008,0.041,0.5,0.003,20904,17,49
583,20221220,도곡동,0.0,48.0,4.0,31,19,0.008,0.041,0.5,0.003,8453,22,49
584,20221220,삼성동,2.0,48.0,26.0,31,19,0.008,0.041,0.5,0.003,19693,95,49
585,20221220,수서동,0.0,48.0,108.0,31,19,0.008,0.041,0.5,0.003,7365,14,49
586,20221220,압구정동,0.0,61.0,176.0,31,19,0.008,0.041,0.5,0.003,12441,19,49
587,20220214,대방동,6.0,56.0,9.0,48,36,0.022,0.036,0.6,0.003,22523,50,6
588,20220214,흑석동,6.0,56.0,7.0,48,36,0.022,0.036,0.6,0.003,16080,60,6
589,20220311,대방동,15.0,62.0,5.0,75,39,0.024,0.054,0.7,0.004,24153,50,17
590,20220311,흑석동,14.0,58.0,47.0,75,39,0.024,0.054,0.7,0.004,17154,60,17
591,20220322,대방동,9.0,50.0,36.0,39,27,0.041,0.022,0.5,0.003,23609,50,17
592,20220322,흑석동,7.0,56.0,96.0,39,27,0.041,0.022,0.5,0.003,16905,60,17
593,20220503,대방동,20.0,36.0,11.0,35,23,0.042,0.019,0.4,0.003,27989,50,26
594,20220503,노량진동,17.0,39.0,39.0,35,23,0.042,0.019,0.4,0.003,42251,63,26
595,20220503,사당동,19.0,32.0,9.0,35,23,0.042,0.019,0.4,0.003,36078,110,26
596,20220503,상도동,18.0,33.0,10.0,35,23,0.042,0.019,0.4,0.003,61927,163,26
597,20220503,신대방동,20.0,27.0,25.0,35,23,0.042,0.019,0.4,0.003,22978,42,26
598,20220530,대방동,25.0,63.0,10.0,27,20,0.043,0.015,0.3,0.002,24967,50,29
599,20220530,노량진동,23.0,66.0,9.0,27,20,0.043,0.015,0.3,0.002,40147,63,29
600,20220530,사당동,25.0,61.0,4.0,27,20,0.043,0.015,0.3,0.002,35104,110,29
601,20220530,상도동,24.0,63.0,9.0,27,20,0.043,0.015,0.3,0.002,59613,163,29
602,20220530,신대방동,26.0,56.0,13.0,27,20,0.043,0.015,0.3,0.002,19212,42,29
603,20220705,대방동,33.0,68.0,16.0,42,33,0.039,0.022,0.3,0.003,26126,50,35
604,20220705,노량진동,30.0,71.0,18.0,42,33,0.039,0.022,0.3,0.003,41680,63,35
605,20220705,사당동,32.0,64.0,7.0,42,33,0.039,0.022,0.3,0.003,38065,110,35
606,20220705,상도동,31.0,69.0,14.0,42,33,0.039,0.022,0.3,0.003,60855,163,35
607,20220705,신대방동,34.0,60.0,15.0,42,33,0.039,0.022,0.3,0.003,20248,42,35
608,20220804,대방동,32.0,69.0,16.0,18,9,0.027,0.007,0.2,0.002,22459,50,37
609,20220804,노량진동,31.0,72.0,13.0,18,9,0.027,0.007,0.2,0.002,38498,63,37
610,20220804,사당동,33.0,62.0,12.0,18,9,0.027,0.007,0.2,0.002,34762,110,37
611,20220804,상도동,23.0,69.0,14.0,18,9,0.027,0.007,0.2,0.002,55306,163,37
612,20220804,신대방동,32.0,66.0,13.0,18,9,0.027,0.007,0.2,0.002,18404,42,37
613,20220915,대방동,28.0,56.0,8.0,24,12,0.035,0.016,0.3,0.002,25255,50,41
614,20220915,노량진동,27.0,59.0,15.0,24,12,0.035,0.016,0.3,0.002,42505,63,41
615,20220915,사당동,28.0,53.0,9.0,24,12,0.035,0.016,0.3,0.002,38013,110,41
616,20220915,상도동,28.0,55.0,38.0,24,12,0.035,0.016,0.3,0.002,65326,163,41
617,20220915,신대방동,28.0,54.0,20.0,24,12,0.035,0.016,0.3,0.002,19286,42,41
618,20221018,대방동,13.0,46.0,13.0,24,10,0.023,0.013,0.3,0.003,23034,50,43
619,20221018,노량진동,11.0,46.0,29.0,24,10,0.023,0.013,0.3,0.003,40491,63,43
620,20221018,사당동,12.0,41.0,4.0,24,10,0.023,0.013,0.3,0.003,35824,110,43
621,20221018,상도동,11.0,44.0,23.0,24,10,0.023,0.013,0.3,0.003,60417,163,43
622,20221018,신대방동,13.0,37.0,15.0,24,10,0.023,0.013,0.3,0.003,17815,42,43
623,20221122,대방동,14.0,65.0,7.0,61,38,0.01,0.041,0.6,0.004,22688,50,47
624,20221122,노량진동,12.0,68.0,23.0,61,38,0.01,0.041,0.6,0.004,40840,63,47
625,20221122,사당동,14.0,61.0,5.0,61,38,0.01,0.041,0.6,0.004,35653,110,47
626,20221122,상도동,13.0,63.0,12.0,61,38,0.01,0.041,0.6,0.004,62123,163,47
627,20221122,신대방동,14.0,59.0,6.0,61,38,0.01,0.041,0.6,0.004,17775,42,47
628,20221229,흑석동,-3.0,66.0,4.0,34,23,0.01,0.037,0.5,0.003,16474,60,60
629,20230213,흑석동,8.0,57.0,4.0,33,24,0.027,0.026,0.5,0.002,16112,60,68
630,20230302,흑석동,2.0,27.0,183.0,54,12,0.035,0.012,0.3,0.002,20231,60,76
631,20220214,방배동,9.0,42.0,60.0,44,33,0.019,0.035,0.6,0.002,35995,51,25
632,20220310,방배동,12.0,51.0,57.0,71,47,0.023,0.044,0.6,0.003,35999,51,27
633,20220315,방배동,8.0,87.0,83.0,41,31,0.023,0.027,0.7,0.002,36115,51,27
634,20220322,방배동,10.0,45.0,22.0,34,22,0.035,0.025,0.5,0.003,36548,51,27
635,20220519,방배동,25.0,43.0,23.0,48,19,0.066,0.014,0.3,0.003,43544,51,34
636,20220519,도곡동,24.0,42.0,11.0,48,19,0.066,0.014,0.3,0.003,23086,22,34
637,20220519,반포동,25.0,42.0,49.0,48,19,0.066,0.014,0.3,0.003,56411,52,34
638,20220519,서초동,24.0,43.0,128.0,48,19,0.066,0.014,0.3,0.003,73953,59,34
639,20220519,잠원동,24.0,42.0,34.0,48,19,0.066,0.014,0.3,0.003,11832,24,34
640,20220610,방배동,27.0,48.0,11.0,29,19,0.029,0.02,0.4,0.002,43951,51,37
641,20220610,도곡동,26.0,54.0,13.0,29,19,0.029,0.02,0.4,0.002,24032,22,37
642,20220610,반포동,27.0,57.0,22.0,29,19,0.029,0.02,0.4,0.002,55873,52,37
643,20220610,서초동,28.0,58.0,15.0,29,19,0.029,0.02,0.4,0.002,75993,59,37
644,20220610,잠원동,27.0,60.0,17.0,29,19,0.029,0.02,0.4,0.002,11393,24,37
645,20220706,방배동,32.0,67.0,7.0,29,18,0.04,0.019,0.3,0.002,46521,51,39
646,20220706,도곡동,33.0,67.0,6.0,29,18,0.04,0.019,0.3,0.002,24994,22,39
647,20220706,반포동,33.0,67.0,12.0,29,18,0.04,0.019,0.3,0.002,55916,52,39
648,20220706,서초동,33.0,70.0,12.0,29,18,0.04,0.019,0.3,0.002,82916,59,39
649,20220706,잠원동,31.0,71.0,14.0,29,18,0.04,0.019,0.3,0.002,11114,24,39
650,20220824,방배동,28.0,63.0,23.0,16,4,0.023,0.017,0.3,0.002,42847,51,40
651,20220824,도곡동,29.0,58.0,0.0,16,4,0.023,0.017,0.3,0.002,23136,22,40
652,20220824,양재동,28.0,61.0,3.0,16,4,0.023,0.017,0.3,0.002,61695,116,40
653,20220824,반포동,29.0,61.0,16.0,16,4,0.023,0.017,0.3,0.002,54551,52,40
654,20220824,서초동,28.0,62.0,6.0,16,4,0.023,0.017,0.3,0.002,73832,59,40
655,20220824,잠원동,28.0,58.0,3.0,16,4,0.023,0.017,0.3,0.002,10573,24,40
656,20220930,방배동,27.0,58.0,7.0,55,42,0.041,0.035,0.6,0.003,44582,51,40
657,20220930,도곡동,28.0,43.0,2.0,55,42,0.041,0.035,0.6,0.003,23341,22,40
658,20220930,반포동,29.0,62.0,10.0,55,42,0.041,0.035,0.6,0.003,57416,52,40
659,20220930,서초동,27.0,66.0,14.0,55,42,0.041,0.035,0.6,0.003,75935,59,40
660,20220930,잠원동,24.0,66.0,8.0,55,42,0.041,0.035,0.6,0.003,11301,24,40
661,20221019,방배동,16.0,35.0,15.0,25,7,0.015,0.026,0.4,0.002,43516,51,42
662,20221019,도곡동,17.0,30.0,6.0,25,7,0.015,0.026,0.4,0.002,22677,22,42
663,20221019,반포동,18.0,37.0,31.0,25,7,0.015,0.026,0.4,0.002,53634,52,42
664,20221019,서초동,16.0,39.0,19.0,25,7,0.015,0.026,0.4,0.002,72907,59,42
665,20221019,잠원동,15.0,40.0,21.0,25,7,0.015,0.026,0.4,0.002,10633,24,42
666,20221123,방배동,15.0,57.0,8.0,45,27,0.015,0.027,0.4,0.002,42367,51,47
667,20221123,도곡동,16.0,44.0,4.0,45,27,0.015,0.027,0.4,0.002,22018,22,47
668,20221123,반포동,16.0,62.0,16.0,45,27,0.015,0.027,0.4,0.002,52136,52,47
669,20221123,서초동,15.0,61.0,9.0,45,27,0.015,0.027,0.4,0.002,71690,59,47
670,20221123,잠원동,15.0,61.0,8.0,45,27,0.015,0.027,0.4,0.002,10535,24,47
671,20221205,방배동,0.0,31.0,72.0,20,7,0.015,0.022,0.3,0.002,40503,51,47
672,20221205,잠원동,0.0,34.0,35.0,20,7,0.015,0.022,0.3,0.002,9871,24,47
673,20230131,방배동,3.0,56.0,1.0,42,14,0.015,0.036,0.5,0.003,39928,51,69
674,20230131,잠원동,3.0,57.0,10.0,42,14,0.015,0.036,0.5,0.003,9879,24,69
675,20230227,방배동,5.0,56.0,23.0,51,33,0.015,0.044,0.6,0.003,37493,51,81
676,20230227,잠원동,7.0,48.0,89.0,51,33,0.015,0.044,0.6,0.003,9561,24,81
677,20220216,방화동,-4.0,36.0,131.0,33,17,0.032,0.013,0.4,0.003,11351,107,9
678,20220307,방화동,5.0,54.0,204.0,43,17,0.017,0.035,0.5,0.004,11393,107,12
679,20220316,방화동,10.0,77.0,156.0,61,33,0.019,0.04,0.6,0.004,11447,107,12
680,20220322,방화동,11.0,51.0,115.0,40,23,0.039,0.022,0.5,0.003,11521,107,13
681,20220330,방화동,17.0,67.0,93.0,37,15,0.02,0.036,0.5,0.003,11640,107,14
682,20220330,가양동,16.0,64.0,46.0,37,15,0.02,0.036,0.5,0.003,16978,109,14
683,20220330,염창동,15.0,62.0,120.0,37,15,0.02,0.036,0.5,0.003,12971,37,14
684,20220617,방화동,27.0,92.0,23.0,35,21,0.034,0.022,0.5,0.003,13942,107,15
685,20220617,목동,23.0,93.0,35.0,35,21,0.034,0.022,0.5,0.003,66061,130,15
686,20220617,가양동,24.0,89.0,10.0,35,21,0.034,0.022,0.5,0.003,19485,109,15
687,20220617,염창동,25.0,84.0,24.0,35,21,0.034,0.022,0.5,0.003,15286,37,15
688,20220617,상암동,28.0,72.0,5.0,35,21,0.034,0.022,0.5,0.003,32311,94,15
689,20220617,화곡동,24.0,91.0,50.0,35,21,0.034,0.022,0.5,0.003,62252,156,15
690,20220718,방화동,31.0,84.0,101.0,29,21,0.053,0.016,0.5,0.003,13463,107,18
691,20220718,목동,31.0,74.0,52.0,29,21,0.053,0.016,0.5,0.003,63912,130,18
692,20220718,가양동,31.0,76.0,5.0,29,21,0.053,0.016,0.5,0.003,19357,109,18
693,20220718,염창동,29.0,84.0,46.0,29,21,0.053,0.016,0.5,0.003,14997,37,18
694,20220718,상암동,31.0,70.0,9.0,29,21,0.053,0.016,0.5,0.003,33748,94,18
695,20220718,화곡동,32.0,71.0,32.0,29,21,0.053,0.016,0.5,0.003,60383,156,18
696,20220908,방화동,27.0,81.0,12.0,31,13,0.032,0.027,0.5,0.003,14089,107,20
697,20220908,목동,28.0,57.0,56.0,31,13,0.032,0.027,0.5,0.003,66253,130,20
698,20220908,가양동,27.0,66.0,4.0,31,13,0.032,0.027,0.5,0.003,19819,109,20
699,20220908,염창동,25.0,79.0,20.0,31,13,0.032,0.027,0.5,0.003,15108,37,20
700,20220908,상암동,29.0,49.0,3.0,31,13,0.032,0.027,0.5,0.003,33322,94,20
701,20220908,화곡동,29.0,54.0,9.0,31,13,0.032,0.027,0.5,0.003,63576,156,20
702,20221007,방화동,17.0,78.0,20.0,13,4,0.027,0.01,0.3,0.002,13692,107,21
703,20221007,목동,19.0,72.0,11.0,13,4,0.027,0.01,0.3,0.002,67683,130,21
704,20221007,가양동,18.0,73.0,8.0,13,4,0.027,0.01,0.3,0.002,19374,109,21
705,20221007,염창동,16.0,77.0,20.0,13,4,0.027,0.01,0.3,0.002,15440,37,21
706,20221007,상암동,19.0,68.0,11.0,13,4,0.027,0.01,0.3,0.002,33496,94,21
707,20221007,화곡동,18.0,72.0,16.0,13,4,0.027,0.01,0.3,0.002,63641,156,21
708,20221101,방화동,17.0,78.0,63.0,58,35,0.023,0.029,0.6,0.003,13052,107,23
709,20221101,목동,16.0,75.0,21.0,58,35,0.023,0.029,0.6,0.003,62036,130,23
710,20221101,가양동,16.0,76.0,12.0,58,35,0.023,0.029,0.6,0.003,18662,109,23
711,20221101,염창동,16.0,75.0,29.0,58,35,0.023,0.029,0.6,0.003,14457,37,23
712,20221101,상암동,17.0,65.0,24.0,58,35,0.023,0.029,0.6,0.003,33635,94,23
713,20221101,화곡동,16.0,76.0,32.0,58,35,0.023,0.029,0.6,0.003,60210,156,23
714,20221124,방화동,13.0,80.0,16.0,62,32,0.012,0.037,0.7,0.004,12929,107,29
715,20221124,목동,13.0,73.0,8.0,62,32,0.012,0.037,0.7,0.004,63963,130,29
716,20221124,가양동,12.0,74.0,14.0,62,32,0.012,0.037,0.7,0.004,18801,109,29
717,20221124,염창동,13.0,70.0,19.0,62,32,0.012,0.037,0.7,0.004,15094,37,29
718,20221124,화곡동,12.0,73.0,19.0,62,32,0.012,0.037,0.7,0.004,60332,156,29
719,20221125,방화동,18.0,41.0,10.0,63,35,0.024,0.034,0.7,0.005,13368,107,29
720,20221125,상암동,18.0,38.0,10.0,63,35,0.024,0.034,0.7,0.005,32626,94,29
721,20230117,방화동,0.0,51.0,102.0,42,18,0.009,0.036,0.6,0.003,12927,107,57
722,20230117,목동,1.0,50.0,46.0,42,18,0.009,0.036,0.6,0.003,64865,130,57
723,20230117,가양동,0.0,52.0,47.0,42,18,0.009,0.036,0.6,0.003,19124,109,57
724,20230117,염창동,-2.0,49.0,70.0,42,18,0.009,0.036,0.6,0.003,14770,37,57
725,20230117,상암동,0.0,53.0,15.0,42,18,0.009,0.036,0.6,0.003,33425,94,57
726,20230117,화곡동,0.0,53.0,93.0,42,18,0.009,0.036,0.6,0.003,58692,156,57
727,20220216,보문동,-5.0,36.0,38.0,28,17,0.033,0.013,0.6,0.003,5774,10,8
728,20220216,석관동,-5.0,40.0,43.0,28,17,0.033,0.013,0.6,0.003,11328,26,8
729,20220216,종암동,-3.0,36.0,57.0,28,17,0.033,0.013,0.6,0.003,16378,62,8
730,20220310,보문동,15.0,21.0,41.0,76,39,0.022,0.045,0.6,0.003,5781,10,8
731,20220310,종암동,16.0,24.0,35.0,76,39,0.022,0.045,0.6,0.003,17011,62,8
732,20220511,보문동,25.0,42.0,46.0,32,13,0.049,0.017,0.3,0.003,6804,10,12
733,20220511,석관동,24.0,39.0,152.0,32,13,0.049,0.017,0.3,0.003,14317,26,12
734,20220511,종암동,26.0,40.0,65.0,32,13,0.049,0.017,0.3,0.003,20264,62,12
735,20220511,미아동,26.0,39.0,65.0,32,13,0.049,0.017,0.3,0.003,11715,9,12
736,20220511,성북동,25.0,40.0,84.0,32,13,0.049,0.017,0.3,0.003,16626,109,12
737,20220511,장위동,26.0,39.0,178.0,32,13,0.049,0.017,0.3,0.003,22706,108,12
738,20220511,정릉동,25.0,43.0,148.0,32,13,0.049,0.017,0.3,0.003,50413,128,12
739,20220616,보문동,25.0,72.0,125.0,19,10,0.026,0.015,0.4,0.002,6672,10,14
740,20220616,석관동,24.0,81.0,145.0,19,10,0.026,0.015,0.4,0.002,14532,26,14
741,20220616,종암동,24.0,74.0,99.0,19,10,0.026,0.015,0.4,0.002,20413,62,14
742,20220616,미아동,23.0,77.0,14.0,19,10,0.026,0.015,0.4,0.002,11916,9,14
743,20220616,성북동,24.0,82.0,80.0,19,10,0.026,0.015,0.4,0.002,15465,109,14
744,20220616,장위동,24.0,80.0,389.0,19,10,0.026,0.015,0.4,0.002,23133,108,14
745,20220616,정릉동,23.0,84.0,396.0,19,10,0.026,0.015,0.4,0.002,47181,128,14
746,20220712,보문동,29.0,74.0,29.0,10,4,0.029,0.014,0.3,0.002,6858,10,14
747,20220712,종암동,30.0,74.0,36.0,10,4,0.029,0.014,0.3,0.002,20276,62,14
748,20220712,미아동,29.0,75.0,5.0,10,4,0.029,0.014,0.3,0.002,12226,9,14
749,20220818,보문동,30.0,69.0,12.0,25,12,0.043,0.019,0.4,0.003,6613,10,16
750,20220818,석관동,29.0,81.0,12.0,25,12,0.043,0.019,0.4,0.003,13023,26,16
751,20220818,종암동,31.0,70.0,38.0,25,12,0.043,0.019,0.4,0.003,19827,62,16
752,20220818,미아동,31.0,66.0,1310.0,25,12,0.043,0.019,0.4,0.003,11999,9,16
753,20220818,성북동,29.0,80.0,10.0,25,12,0.043,0.019,0.4,0.003,14770,109,16
754,20220818,장위동,31.0,88.0,782.0,25,12,0.043,0.019,0.4,0.003,22180,108,16
755,20220818,정릉동,28.0,86.0,52.0,25,12,0.043,0.019,0.4,0.003,41717,128,16
756,20220929,보문동,27.0,46.0,10.0,66,37,0.04,0.035,0.5,0.003,7043,10,19
757,20220929,석관동,26.0,67.0,36.0,66,37,0.04,0.035,0.5,0.003,14440,26,19
758,20220929,종암동,27.0,52.0,17.0,66,37,0.04,0.035,0.5,0.003,20813,62,19
759,20220929,미아동,27.0,53.0,5.0,66,37,0.04,0.035,0.5,0.003,12071,9,19
760,20220929,성북동,27.0,57.0,12.0,66,37,0.04,0.035,0.5,0.003,16518,109,19
761,20220929,장위동,27.0,74.0,158.0,66,37,0.04,0.035,0.5,0.003,23097,108,19
762,20220929,정릉동,26.0,80.0,13.0,66,37,0.04,0.035,0.5,0.003,54873,128,19
763,20221017,보문동,15.0,26.0,13.0,27,9,0.027,0.011,0.3,0.003,6350,10,20
764,20221017,석관동,13.0,38.0,27.0,27,9,0.027,0.011,0.3,0.003,13293,26,20
765,20221017,종암동,16.0,27.0,9.0,27,9,0.027,0.011,0.3,0.003,18793,62,20
766,20221017,미아동,15.0,26.0,3.0,27,9,0.027,0.011,0.3,0.003,11247,9,20
767,20221017,성북동,14.0,30.0,17.0,27,9,0.027,0.011,0.3,0.003,14784,109,20
768,20221017,장위동,15.0,38.0,27.0,27,9,0.027,0.011,0.3,0.003,21474,108,20
769,20221017,정릉동,15.0,36.0,11.0,27,9,0.027,0.011,0.3,0.003,47019,128,20
770,20221129,보문동,10.0,70.0,38.0,23,12,0.018,0.021,0.7,0.003,6978,10,25
771,20221129,석관동,11.0,60.0,23.0,23,12,0.018,0.021,0.7,0.003,14075,26,25
772,20221129,종암동,10.0,66.0,29.0,23,12,0.018,0.021,0.7,0.003,20330,62,25
773,20221129,미아동,10.0,52.0,34.0,23,12,0.018,0.021,0.7,0.003,11745,9,25
774,20221129,성북동,10.0,76.0,58.0,23,12,0.018,0.021,0.7,0.003,15897,109,25
775,20221129,장위동,11.0,64.0,128.0,23,12,0.018,0.021,0.7,0.003,23060,108,25
776,20221129,정릉동,10.0,70.0,76.0,23,12,0.018,0.021,0.7,0.003,51087,128,25
777,20230329,보문동,20.0,27.0,16.0,87,36,0.034,0.036,0.5,0.004,7161,10,76
778,20230329,석관동,17.0,29.0,19.0,87,36,0.034,0.036,0.5,0.004,15273,26,76
779,20230329,종암동,20.0,27.0,12.0,87,36,0.034,0.036,0.5,0.004,20957,62,76
780,20230329,미아동,20.0,26.0,12.0,87,36,0.034,0.036,0.5,0.004,11718,9,76
781,20230329,성북동,20.0,26.0,24.0,87,36,0.034,0.036,0.5,0.004,16350,109,76
782,20230329,장위동,20.0,47.0,18.0,87,36,0.034,0.036,0.5,0.004,23439,108,76
783,20230329,정릉동,19.0,26.0,22.0,87,36,0.034,0.036,0.5,0.004,53455,128,76
784,20220711,석관동,31.0,76.0,7.0,23,15,0.039,0.017,0.5,0.002,13931,26,14
785,20220711,성북동,31.0,73.0,8.0,23,15,0.039,0.017,0.5,0.002,14868,109,14
786,20220711,장위동,31.0,76.0,22.0,23,15,0.039,0.017,0.5,0.002,22598,108,14
787,20220711,정릉동,31.0,83.0,51.0,23,15,0.039,0.017,0.5,0.002,42792,128,14
788,20230119,석관동,4.0,60.0,90.0,65,28,0.012,0.04,0.8,0.003,13498,26,43
789,20230119,장위동,3.0,59.0,20.0,65,28,0.012,0.04,0.8,0.003,22052,108,43
790,20230213,석관동,9.0,62.0,3.0,34,22,0.027,0.024,0.5,0.003,12804,26,64
791,20230213,장위동,9.0,61.0,3.0,34,22,0.027,0.024,0.5,0.003,21238,108,64
792,20230302,석관동,6.0,23.0,26.0,59,11,0.033,0.015,0.4,0.003,15409,26,67
793,20230302,장위동,6.0,21.0,21.0,59,11,0.033,0.015,0.4,0.003,23825,108,67
794,20220216,묵동,-4.0,38.0,57.0,30,18,0.033,0.013,0.4,0.003,9660,51,9
795,20220216,상봉동,-5.0,40.0,67.0,30,18,0.033,0.013,0.4,0.003,17636,31,9
796,20220315,묵동,10.0,75.0,106.0,38,25,0.019,0.032,0.7,0.003,9933,51,12
797,20220315,상봉동,10.0,72.0,85.0,38,25,0.019,0.032,0.7,0.003,17730,31,12
798,20220525,묵동,27.0,51.0,59.0,25,12,0.043,0.018,0.3,0.003,11924,51,15
799,20220525,상봉동,27.0,46.0,176.0,25,12,0.043,0.018,0.3,0.003,21484,31,15
800,20220525,망우동,27.0,47.0,64.0,25,12,0.043,0.018,0.3,0.003,4987,10,15
801,20220525,면목동,27.0,54.0,107.0,25,12,0.043,0.018,0.3,0.003,24161,68,15
802,20220525,신내동,27.0,58.0,55.0,25,12,0.043,0.018,0.3,0.003,28355,75,15
803,20220708,묵동,28.0,98.0,41.0,26,18,0.044,0.017,0.3,0.003,12167,51,22
804,20220708,상봉동,28.0,94.0,24.0,26,18,0.044,0.017,0.3,0.003,22120,31,22
805,20220708,망우동,28.0,95.0,24.0,26,18,0.044,0.017,0.3,0.003,5282,10,22
806,20220708,면목동,28.0,99.0,40.0,26,18,0.044,0.017,0.3,0.003,24446,68,22
807,20220708,신내동,28.0,100.0,22.0,26,18,0.044,0.017,0.3,0.003,29116,75,22
808,20220831,묵동,24.0,99.0,33.0,9,3,0.023,0.012,0.2,0.002,11539,51,30
809,20220831,상봉동,25.0,95.0,100.0,9,3,0.023,0.012,0.2,0.002,21062,31,30
810,20220831,망우동,24.0,96.0,41.0,9,3,0.023,0.012,0.2,0.002,4987,10,30
811,20220831,면목동,25.0,99.0,75.0,9,3,0.023,0.012,0.2,0.002,23809,68,30
812,20220831,신내동,24.0,100.0,34.0,9,3,0.023,0.012,0.2,0.002,28274,75,30
813,20221004,묵동,19.0,100.0,35.0,16,8,0.02,0.012,0.3,0.002,11865,51,30
814,20221004,상봉동,20.0,100.0,14.0,16,8,0.02,0.012,0.3,0.002,20656,31,30
815,20221004,망우동,20.0,100.0,21.0,16,8,0.02,0.012,0.3,0.002,5190,10,30
816,20221004,면목동,20.0,100.0,30.0,16,8,0.02,0.012,0.3,0.002,24217,68,30
817,20221004,신내동,20.0,100.0,12.0,16,8,0.02,0.012,0.3,0.002,28714,75,30
818,20221031,묵동,19.0,57.0,96.0,22,13,0.027,0.02,0.4,0.002,11236,51,31
819,20221031,상봉동,19.0,50.0,31.0,22,13,0.027,0.02,0.4,0.002,20071,31,31
820,20221031,망우동,19.0,50.0,27.0,22,13,0.027,0.02,0.4,0.002,5011,10,31
821,20221031,면목동,20.0,58.0,26.0,22,13,0.027,0.02,0.4,0.002,23250,68,31
822,20221031,신내동,19.0,61.0,18.0,22,13,0.027,0.02,0.4,0.002,27717,75,31
823,20230130,묵동,3.0,37.0,337.0,40,16,0.02,0.028,0.5,0.003,10744,51,39
824,20230130,상봉동,1.0,40.0,49.0,40,16,0.02,0.028,0.5,0.003,20132,31,39
825,20230130,망우동,2.0,40.0,256.0,40,16,0.02,0.028,0.5,0.003,4666,10,39
826,20230213,묵동,9.0,66.0,1.0,30,21,0.029,0.024,0.5,0.002,10689,51,47
827,20230213,상봉동,8.0,65.0,2.0,30,21,0.029,0.024,0.5,0.002,20280,31,47
828,20230213,망우동,8.0,64.0,33.0,30,21,0.029,0.024,0.5,0.002,4614,10,47
829,20230223,묵동,6.0,65.0,45.0,40,26,0.029,0.028,0.5,0.003,10960,51,53
830,20230223,상봉동,4.0,75.0,1.0,40,26,0.029,0.028,0.5,0.003,21128,31,53
831,20230223,망우동,4.0,72.0,30.0,40,26,0.029,0.028,0.5,0.003,4755,10,53
832,20230330,묵동,21.0,30.0,43.0,65,33,0.041,0.034,0.5,0.003,11639,51,74
833,20230330,상봉동,22.0,24.0,39.0,65,33,0.041,0.034,0.5,0.003,21445,31,74
834,20230330,망우동,21.0,22.0,20.0,65,33,0.041,0.034,0.5,0.003,5043,10,74
835,20230330,면목동,22.0,30.0,51.0,65,33,0.041,0.034,0.5,0.003,24288,68,74
836,20230330,신내동,21.0,33.0,21.0,65,33,0.041,0.034,0.5,0.003,28571,75,74
837,20220221,상계동,3.0,53.0,109.0,29,16,0.023,0.027,0.5,0.003,33828,157,17
838,20220311,상계동,17.0,50.0,75.0,71,42,0.028,0.042,0.7,0.004,35374,157,17
839,20220322,상계동,11.0,46.0,24.0,36,26,0.045,0.019,0.5,0.003,34859,157,17
840,20220527,상계동,24.0,49.0,80.0,24,12,0.055,0.008,0.3,0.002,41559,157,21
841,20220527,공릉동,23.0,49.0,191.0,24,12,0.055,0.008,0.3,0.002,28516,107,21
842,20220527,월계동,26.0,48.0,28.0,24,12,0.055,0.008,0.3,0.002,32113,125,21
