,date_cd,dong,temp,hum,redust,pm10,pm25,o3,no2,co,so2,buspop,stops,consts
278,20221125,녹번동,16.0,54.0,18.0,61,37,0.026,0.024,0.5,0.003,14157,17,32
279,20221125,수색동,14.0,60.0,12.0,61,37,0.026,0.024,0.5,0.003,8258,17,32
280,20221125,신사동,16.0,54.0,7.0,61,37,0.026,0.024,0.5,0.003,37160,147,32
281,20221125,응암동,17.0,55.0,21.0,61,37,0.026,0.024,0.5,0.003,39040,103,32
282,20221205,역촌동,-1.0,31.0,44.0,20,7,0.02,0.015,0.5,0.003,14695,30,36
283,20221205,진관동,0.0,30.0,31.0,20,7,0.02,0.015,0.5,0.003,23179,82,36
284,20230131,역촌동,4.0,51.0,8.0,34,10,0.022,0.026,0.7,0.003,14228,30,47
285,20230131,진관동,4.0,51.0,1.0,34,10,0.022,0.026,0.7,0.003,21901,82,47
286,20230207,역촌동,9.0,66.0,13.0,66,49,0.021,0.038,0.6,0.002,15086,30,51
287,20230207,진관동,8.0,61.0,11.0,66,49,0.021,0.038,0.6,0.002,22884,82,51
288,20230207,녹번동,8.0,57.0,11.0,66,49,0.021,0.038,0.6,0.002,13229,17,51
289,20230207,수색동,6.0,71.0,6.0,66,49,0.021,0.038,0.6,0.002,7772,17,51
290,20230207,신사동,8.0,58.0,11.0,66,49,0.021,0.038,0.6,0.002,34883,147,51
291,20230207,응암동,9.0,58.0,15.0,66,49,0.021,0.038,0.6,0.002,37473,103,51
292,20230208,역촌동,8.0,33.0,47.0,59,43,0.025,0.025,0.5,0.002,15416,30,52
293,20230208,진관동,7.0,32.0,49.0,59,43,0.025,0.025,0.5,0.002,23056,82,52
294,20220210,구로동,8.0,39.0,27.0,48,33,0.023,0.037,0.5,0.004,67878,183,9
295,20220210,신도림동,8.0,40.0,16.0,48,33,0.023,0.037,0.5,0.004,16036,45,9
296,20220308,구로동,11.0,52.0,62.0,52,24,0.02,0.039,0.5,0.004,68790,183,12
297,20220308,신도림동,12.0,51.0,68.0,52,24,0.02,0.039,0.5,0.004,16268,45,12
298,20220317,구로동,12.0,66.0,31.0,55,28,0.025,0.022,0.4,0.003,64976,183,12
299,20220317,신도림동,13.0,65.0,59.0,55,28,0.025,0.022,0.4,0.003,15471,45,12
300,20220503,구로동,21.0,21.0,9.0,33,19,0.044,0.026,0.4,0.004,74527,183,15
301,20220503,독산동,21.0,27.0,54.0,33,19,0.044,0.026,0.4,0.004,55017,116,15
302,20220503,신림동,20.0,26.0,28.0,33,19,0.044,0.026,0.4,0.004,23885,17,15
303,20220503,가산동,21.0,23.0,35.0,33,19,0.044,0.026,0.4,0.004,35602,135,15
304,20220503,시흥동,21.0,28.0,131.0,33,19,0.044,0.026,0.4,0.004,52456,141,15
305,20220512,구로동,27.0,41.0,14.0,38,14,0.043,0.019,0.4,0.002,74766,183,18
306,20220512,신도림동,25.0,42.0,17.0,38,14,0.043,0.019,0.4,0.002,19097,45,18
307,20220512,가리봉동,26.0,37.0,10.0,38,14,0.043,0.019,0.4,0.002,6778,4,18
308,20220512,개봉동,25.0,43.0,15.0,38,14,0.043,0.019,0.4,0.002,36045,120,18
309,20220512,고척동,23.0,49.0,30.0,38,14,0.043,0.019,0.4,0.002,23984,70,18
310,20220512,오류동,23.0,47.0,14.0,38,14,0.043,0.019,0.4,0.002,22024,125,18
311,20220513,구로동,25.0,34.0,14.0,39,12,0.037,0.015,0.3,0.002,75940,183,18
312,20220513,신도림동,25.0,31.0,13.0,39,12,0.037,0.015,0.3,0.002,19962,45,18
313,20220513,가리봉동,24.0,34.0,51.0,39,12,0.037,0.015,0.3,0.002,6995,4,18
314,20220513,대림동,24.0,36.0,20.0,39,12,0.037,0.015,0.3,0.002,17200,75,18
315,20220530,구로동,25.0,57.0,6.0,25,15,0.039,0.02,0.4,0.003,74280,183,16
316,20220530,독산동,25.0,66.0,38.0,25,15,0.039,0.02,0.4,0.003,54784,116,16
317,20220530,신림동,24.0,66.0,24.0,25,15,0.039,0.02,0.4,0.003,21803,17,16
318,20220530,가산동,25.0,66.0,20.0,25,15,0.039,0.02,0.4,0.003,35697,135,16
319,20220530,시흥동,24.0,65.0,82.0,25,15,0.039,0.02,0.4,0.003,52235,141,16
320,20220602,구로동,26.0,55.0,9.0,32,13,0.053,0.011,0.3,0.002,74536,183,22
321,20220602,신도림동,26.0,55.0,8.0,32,13,0.053,0.011,0.3,0.002,19230,45,22
322,20220602,가리봉동,26.0,54.0,13.0,32,13,0.053,0.011,0.3,0.002,6926,4,22
323,20220602,개봉동,24.0,56.0,8.0,32,13,0.053,0.011,0.3,0.002,35941,120,22
324,20220602,고척동,25.0,56.0,10.0,32,13,0.053,0.011,0.3,0.002,24371,70,22
325,20220602,오류동,24.0,58.0,7.0,32,13,0.053,0.011,0.3,0.002,22292,125,22
326,20220602,대림동,26.0,50.0,12.0,32,13,0.053,0.011,0.3,0.002,17071,75,22
327,20220705,구로동,33.0,66.0,89.0,40,27,0.04,0.023,0.4,0.003,80230,183,30
328,20220705,신도림동,32.0,68.0,57.0,40,27,0.04,0.023,0.4,0.003,19129,45,30
329,20220705,가리봉동,33.0,65.0,54.0,40,27,0.04,0.023,0.4,0.003,7296,4,30
330,20220705,개봉동,32.0,66.0,49.0,40,27,0.04,0.023,0.4,0.003,37467,120,30
331,20220705,고척동,31.0,71.0,36.0,40,27,0.04,0.023,0.4,0.003,23633,70,30
332,20220705,오류동,31.0,70.0,29.0,40,27,0.04,0.023,0.4,0.003,23264,125,30
333,20220705,대림동,33.0,66.0,48.0,40,27,0.04,0.023,0.4,0.003,18680,75,30
334,20220705,구로동,34.0,60.0,7.0,41,29,0.03,0.027,0.4,0.004,80230,183,19
335,20220705,독산동,33.0,66.0,6.0,41,29,0.03,0.027,0.4,0.004,58608,116,19
336,20220705,가산동,32.0,65.0,11.0,41,29,0.03,0.027,0.4,0.004,39594,135,19
337,20220705,시흥동,33.0,65.0,24.0,41,29,0.03,0.027,0.4,0.004,55242,141,19
338,20220804,구로동,34.0,60.0,34.0,13,8,0.02,0.01,0.2,0.002,74025,183,20
339,20220804,독산동,34.0,62.0,42.0,13,8,0.02,0.01,0.2,0.002,54173,116,20
340,20220804,신림동,34.0,60.0,41.0,13,8,0.02,0.01,0.2,0.002,21888,17,20
341,20220804,가산동,33.0,63.0,12.0,13,8,0.02,0.01,0.2,0.002,36394,135,20
342,20220804,시흥동,33.0,64.0,13.0,13,8,0.02,0.01,0.2,0.002,49483,141,20
343,20220908,구로동,30.0,50.0,27.0,33,12,0.035,0.023,0.4,0.003,80786,183,33
344,20220908,신도림동,30.0,50.0,34.0,33,12,0.035,0.023,0.4,0.003,19414,45,33
345,20220908,가리봉동,28.0,50.0,20.0,33,12,0.035,0.023,0.4,0.003,7894,4,33
346,20220908,개봉동,27.0,51.0,43.0,33,12,0.035,0.023,0.4,0.003,38161,120,33
347,20220908,고척동,25.0,60.0,14.0,33,12,0.035,0.023,0.4,0.003,26701,70,33
348,20220908,오류동,26.0,52.0,5.0,33,12,0.035,0.023,0.4,0.003,23741,125,33
349,20220908,대림동,29.0,49.0,32.0,33,12,0.035,0.023,0.4,0.003,20393,75,33
350,20220915,구로동,28.0,53.0,8.0,16,8,0.036,0.008,0.2,0.002,76356,183,24
351,20220915,독산동,29.0,57.0,23.0,16,8,0.036,0.008,0.2,0.002,57056,116,24
352,20220915,신림동,29.0,55.0,31.0,16,8,0.036,0.008,0.2,0.002,22400,17,24
353,20220915,가산동,28.0,56.0,150.0,16,8,0.036,0.008,0.2,0.002,37125,135,24
354,20220915,시흥동,29.0,57.0,30.0,16,8,0.036,0.008,0.2,0.002,54100,141,24
355,20221011,구로동,16.0,57.0,40.0,21,8,0.023,0.012,0.3,0.002,75872,183,37
356,20221011,신도림동,16.0,60.0,47.0,21,8,0.023,0.012,0.3,0.002,18431,45,37
357,20221011,가리봉동,15.0,56.0,78.0,21,8,0.023,0.012,0.3,0.002,7347,4,37
358,20221011,개봉동,14.0,59.0,16.0,21,8,0.023,0.012,0.3,0.002,36019,120,37
359,20221011,고척동,12.0,65.0,1.0,21,8,0.023,0.012,0.3,0.002,24281,70,37
360,20221011,오류동,13.0,61.0,6.0,21,8,0.023,0.012,0.3,0.002,22756,125,37
361,20221011,대림동,15.0,55.0,78.0,21,8,0.023,0.012,0.3,0.002,17744,75,37
362,20221018,구로동,13.0,34.0,8.0,21,12,0.02,0.014,0.4,0.003,75694,183,25
363,20221018,독산동,15.0,34.0,16.0,21,12,0.02,0.014,0.4,0.003,55955,116,25
364,20221018,신림동,14.0,35.0,809.0,21,12,0.02,0.014,0.4,0.003,21661,17,25
365,20221018,가산동,13.0,36.0,89.0,21,12,0.02,0.014,0.4,0.003,37341,135,25
366,20221018,시흥동,14.0,35.0,19.0,21,12,0.02,0.014,0.4,0.003,52838,141,25
367,20221114,구로동,15.0,68.0,25.0,25,15,0.014,0.018,0.4,0.003,72626,183,37
368,20221114,신도림동,14.0,74.0,33.0,25,15,0.014,0.018,0.4,0.003,17462,45,37
369,20221114,가리봉동,15.0,61.0,45.0,25,15,0.014,0.018,0.4,0.003,7152,4,37
370,20221114,개봉동,14.0,72.0,69.0,25,15,0.014,0.018,0.4,0.003,34438,120,37
371,20221114,고척동,13.0,79.0,24.0,25,15,0.014,0.018,0.4,0.003,23161,70,37
372,20221114,오류동,12.0,78.0,23.0,25,15,0.014,0.018,0.4,0.003,21255,125,37
373,20221114,대림동,14.0,59.0,22.0,25,15,0.014,0.018,0.4,0.003,17567,75,37
374,20221122,구로동,15.0,51.0,2.0,58,39,0.009,0.03,0.7,0.003,73742,183,32
375,20221122,독산동,15.0,52.0,10.0,58,39,0.009,0.03,0.7,0.003,55310,116,32
376,20221122,신림동,15.0,55.0,10.0,58,39,0.009,0.03,0.7,0.003,21525,17,32
377,20221122,가산동,15.0,53.0,24.0,58,39,0.009,0.03,0.7,0.003,36753,135,32
378,20221122,시흥동,15.0,53.0,61.0,58,39,0.009,0.03,0.7,0.003,51718,141,32
379,20221130,구로동,-3.0,39.0,49.0,29,2,0.022,0.007,0.2,0.003,77987,183,38
380,20221130,신도림동,-2.0,38.0,31.0,29,2,0.022,0.007,0.2,0.003,20601,45,38
381,20221130,가리봉동,-3.0,39.0,143.0,29,2,0.022,0.007,0.2,0.003,7451,4,38
382,20221130,개봉동,-4.0,41.0,44.0,29,2,0.022,0.007,0.2,0.003,36114,120,38
383,20221130,고척동,-4.0,43.0,33.0,29,2,0.022,0.007,0.2,0.003,27951,70,38
384,20221130,오류동,-4.0,41.0,11.0,29,2,0.022,0.007,0.2,0.003,22793,125,38
385,20221130,대림동,-3.0,37.0,27.0,29,2,0.022,0.007,0.2,0.003,18176,75,38
386,20221219,구로동,-3.0,42.0,146.0,21,8,0.012,0.025,0.3,0.003,74643,183,45
387,20221219,신도림동,-3.0,41.0,152.0,21,8,0.012,0.025,0.3,0.003,18890,45,45
388,20230207,구로동,4.0,89.0,1.0,86,63,0.012,0.043,0.7,0.003,73305,183,57
389,20230207,신도림동,5.0,88.0,6.0,86,63,0.012,0.043,0.7,0.003,18618,45,57
390,20230228,구로동,7.0,90.0,7.0,42,26,0.018,0.034,0.5,0.004,74678,183,61
391,20230228,신도림동,7.0,90.0,11.0,42,26,0.018,0.034,0.5,0.004,18803,45,61
392,20220210,독산동,8.0,40.0,15.0,47,33,0.021,0.047,0.7,0.004,50139,116,10
393,20220210,신림동,8.0,41.0,9.0,47,33,0.021,0.047,0.7,0.004,22117,17,10
394,20220311,독산동,11.0,59.0,22.0,68,39,0.02,0.06,0.7,0.005,49676,116,10
395,20220311,신림동,13.0,55.0,94.0,68,39,0.02,0.06,0.7,0.005,21444,17,10
396,20220321,독산동,10.0,34.0,17.0,25,15,0.025,0.027,0.4,0.003,48415,116,14
397,20220321,신림동,9.0,44.0,54.0,25,15,0.025,0.027,0.4,0.003,20633,17,14
398,20220214,신림동,9.0,44.0,38.0,42,30,0.021,0.038,0.7,0.003,21965,17,13
399,20220311,신림동,17.0,63.0,13.0,69,36,0.023,0.059,0.8,0.004,21444,17,13
400,20220322,신림동,11.0,53.0,40.0,36,24,0.04,0.023,0.5,0.003,20760,17,13
401,20220520,신림동,25.0,54.0,28.0,35,21,0.054,0.016,0.4,0.004,24804,17,18
402,20220520,남현동,26.0,39.0,2.0,35,21,0.054,0.016,0.4,0.004,9008,6,18
403,20220613,신림동,30.0,77.0,22.0,28,17,0.041,0.012,0.4,0.002,21590,17,18
404,20220613,남현동,30.0,60.0,13.0,28,17,0.041,0.012,0.4,0.002,8746,6,18
405,20220706,신림동,34.0,61.0,13.0,37,27,0.037,0.018,0.4,0.003,24043,17,19
406,20220711,신림동,31.0,76.0,31.0,30,18,0.045,0.015,0.4,0.003,21984,17,23
407,20220711,남현동,28.0,82.0,17.0,30,18,0.045,0.015,0.4,0.003,7652,6,23
408,20220819,신림동,29.0,77.0,15.0,27,13,0.027,0.014,0.4,0.003,22066,17,24
409,20220819,남현동,29.0,75.0,3.0,27,13,0.027,0.014,0.4,0.003,8372,6,24
410,20221004,신림동,21.0,76.0,44.0,15,7,0.02,0.01,0.4,0.003,21865,17,28
411,20221004,남현동,21.0,68.0,8.0,15,7,0.02,0.01,0.4,0.003,8381,6,28
412,20221020,신림동,18.0,54.0,15.0,38,17,0.019,0.036,0.6,0.003,22277,17,29
413,20221020,남현동,19.0,34.0,5.0,38,17,0.019,0.036,0.6,0.003,8617,6,29
414,20221124,신림동,14.0,59.0,41.0,58,30,0.012,0.04,0.7,0.004,21923,17,33
415,20221124,남현동,14.0,55.0,8.0,58,30,0.012,0.04,0.7,0.004,8179,6,33
416,20221201,신림동,-1.0,43.0,102.0,19,10,0.02,0.023,0.6,0.004,21705,17,34
417,20221201,시흥동,-3.0,30.0,25.0,19,10,0.02,0.023,0.6,0.004,50638,141,34
418,20221219,신림동,-4.0,47.0,227.0,23,12,0.013,0.03,0.5,0.003,21660,17,41
419,20230207,신림동,7.0,70.0,15.0,87,59,0.012,0.056,1.0,0.003,21624,17,51
420,20230207,신림동,7.0,73.0,27.0,83,68,0.011,0.051,0.9,0.003,21624,17,46
421,20230207,시흥동,7.0,71.0,22.0,83,68,0.011,0.051,0.9,0.003,50366,141,46
422,20230228,신림동,6.0,91.0,12.0,34,26,0.025,0.034,0.5,0.004,21966,17,47
423,20230228,시흥동,6.0,91.0,16.0,34,26,0.025,0.034,0.5,0.004,51263,141,47
424,20230302,신림동,5.0,25.0,63.0,48,9,0.028,0.015,0.4,0.003,22283,17,61
425,20220210,양평동,7.0,38.0,4.0,47,34,0.018,0.036,0.6,0.003,14801,38,9
426,20220311,양평동,11.0,59.0,4.0,69,40,0.022,0.055,0.7,0.004,14561,38,11
427,20220321,양평동,7.0,50.0,16.0,27,16,0.025,0.027,0.5,0.003,14280,38,11
428,20220519,양평동,24.0,52.0,15.0,40,21,0.066,0.014,0.4,0.003,16732,38,14
429,20220519,대림동,24.0,53.0,159.0,40,21,0.066,0.014,0.4,0.003,16913,75,14
430,20220519,당산동,24.0,52.0,27.0,40,21,0.066,0.014,0.4,0.003,28909,66,14
431,20220519,문래동,24.0,55.0,32.0,40,21,0.066,0.014,0.4,0.003,13459,54,14
432,20220519,신길동,24.0,52.0,182.0,40,21,0.066,0.014,0.4,0.003,41094,173,14
433,20220519,영등포동,24.0,55.0,107.0,40,21,0.066,0.014,0.4,0.003,37878,53,14
434,20220614,양평동,28.0,46.0,14.0,16,7,0.031,0.009,0.3,0.002,17163,38,16
435,20220614,대림동,27.0,42.0,45.0,16,7,0.031,0.009,0.3,0.002,17516,75,16
436,20220614,당산동,28.0,46.0,41.0,16,7,0.031,0.009,0.3,0.002,28749,66,16
437,20220614,문래동,27.0,40.0,28.0,16,7,0.031,0.009,0.3,0.002,13425,54,16
438,20220614,신길동,26.0,43.0,134.0,16,7,0.031,0.009,0.3,0.002,40139,173,16
439,20220614,영등포동,27.0,39.0,14.0,16,7,0.031,0.009,0.3,0.002,37225,53,16
440,20220715,양평동,30.0,96.0,13.0,23,13,0.036,0.016,0.4,0.003,17490,38,22
441,20220715,대림동,30.0,90.0,12.0,23,13,0.036,0.016,0.4,0.003,18492,75,22
442,20220715,당산동,29.0,98.0,19.0,23,13,0.036,0.016,0.4,0.003,30167,66,22
443,20220715,문래동,29.0,85.0,10.0,23,13,0.036,0.016,0.4,0.003,14536,54,22
444,20220715,신길동,28.0,92.0,33.0,23,13,0.036,0.016,0.4,0.003,42951,173,22
445,20220715,영등포동,31.0,74.0,4.0,23,13,0.036,0.016,0.4,0.003,43716,53,22
446,20220818,양평동,31.0,90.0,7.0,24,15,0.046,0.015,0.4,0.003,16632,38,23
447,20220818,대림동,30.0,82.0,13.0,24,15,0.046,0.015,0.4,0.003,17981,75,23
448,20220818,당산동,30.0,85.0,10.0,24,15,0.046,0.015,0.4,0.003,28865,66,23
449,20220818,문래동,29.0,82.0,9.0,24,15,0.046,0.015,0.4,0.003,14023,54,23
450,20220818,신길동,29.0,82.0,17.0,24,15,0.046,0.015,0.4,0.003,40254,173,23
451,20220818,영등포동,30.0,74.0,7.0,24,15,0.046,0.015,0.4,0.003,38894,53,23
452,20221004,양평동,21.0,100.0,34.0,16,5,0.02,0.01,0.4,0.002,16700,38,29
453,20221004,대림동,19.0,98.0,31.0,16,5,0.02,0.01,0.4,0.002,18263,75,29
454,20221004,당산동,20.0,100.0,30.0,16,5,0.02,0.01,0.4,0.002,29117,66,29
455,20221004,문래동,19.0,95.0,15.0,16,5,0.02,0.01,0.4,0.002,13516,54,29
456,20221004,신길동,19.0,97.0,132.0,16,5,0.02,0.01,0.4,0.002,40949,173,29
457,20221004,영등포동,21.0,89.0,12.0,16,5,0.02,0.01,0.4,0.002,37683,53,29
458,20221114,양평동,14.0,100.0,16.0,24,13,0.013,0.023,0.6,0.003,16001,38,32
459,20221114,대림동,14.0,96.0,16.0,24,13,0.013,0.023,0.6,0.003,17567,75,32
460,20221114,당산동,14.0,100.0,99.0,24,13,0.013,0.023,0.6,0.003,27714,66,32
461,20221114,문래동,13.0,95.0,8.0,24,13,0.013,0.023,0.6,0.003,12651,54,32
462,20221114,신길동,14.0,98.0,92.0,24,13,0.013,0.023,0.6,0.003,39399,173,32
463,20221114,영등포동,15.0,69.0,13.0,24,13,0.013,0.023,0.6,0.003,35437,53,32
464,20221212,양평동,6.0,57.0,11.0,32,19,0.006,0.043,0.7,0.004,10793,38,37
465,20221212,대림동,5.0,53.0,22.0,32,19,0.006,0.043,0.7,0.004,14426,75,37
466,20221212,당산동,6.0,55.0,25.0,32,19,0.006,0.043,0.7,0.004,19835,66,37
467,20221212,문래동,5.0,55.0,24.0,32,19,0.006,0.043,0.7,0.004,7513,54,37
468,20221212,신길동,5.0,52.0,42.0,32,19,0.006,0.043,0.7,0.004,30195,173,37
469,20221212,영등포동,7.0,58.0,11.0,32,19,0.006,0.043,0.7,0.004,39338,53,37
470,20230106,양평동,4.0,54.0,9.0,82,68,0.01,0.055,1.0,0.004,16182,38,47
471,20230213,양평동,8.0,60.0,4.0,36,25,0.022,0.031,0.3,0.003,15342,38,68
472,20230302,양평동,3.0,27.0,76.0,47,9,0.032,0.015,0.5,0.003,16284,38,77
473,20230313,양평동,7.0,25.0,11.0,28,6,0.032,0.015,0.3,0.003,16081,38,77
474,20220214,개포동,9.0,42.0,34.0,40,28,0.021,0.034,0.6,0.004,15702,25,12
475,20220214,역삼동,9.0,42.0,40.0,40,28,0.021,0.034,0.6,0.004,57042,18,12
476,20220214,청담동,10.0,42.0,67.0,40,28,0.021,0.034,0.6,0.004,18453,31,12
477,20220310,개포동,12.0,57.0,32.0,68,41,0.022,0.045,0.6,0.004,16063,25,16
478,20220310,역삼동,12.0,55.0,45.0,68,41,0.022,0.045,0.6,0.004,54938,18,16
479,20220310,청담동,12.0,53.0,113.0,68,41,0.022,0.045,0.6,0.004,18939,31,16
480,20220315,개포동,9.0,87.0,63.0,40,25,0.021,0.029,0.6,0.003,16474,25,16
481,20220315,역삼동,8.0,88.0,56.0,40,25,0.021,0.029,0.6,0.003,54748,18,16
482,20220315,청담동,9.0,85.0,220.0,40,25,0.021,0.029,0.6,0.003,19017,31,16
483,20220322,개포동,10.0,45.0,30.0,34,21,0.039,0.021,0.4,0.003,16461,25,16
484,20220322,역삼동,10.0,45.0,17.0,34,21,0.039,0.021,0.4,0.003,56032,18,16
485,20220322,청담동,11.0,45.0,21.0,34,21,0.039,0.021,0.4,0.003,19370,31,16
486,20220510,개포동,24.0,24.0,62.0,23,12,0.035,0.025,0.3,0.003,18875,25,23
487,20220510,역삼동,25.0,15.0,19.0,23,12,0.035,0.025,0.3,0.003,68108,18,23
488,20220510,청담동,26.0,28.0,31.0,23,12,0.035,0.025,0.3,0.003,22350,31,23
489,20220510,논현동,26.0,19.0,64.0,23,12,0.035,0.025,0.3,0.003,37326,19,23
490,20220510,대치동,25.0,17.0,55.0,23,12,0.035,0.025,0.3,0.003,47341,17,23
491,20220510,도곡동,24.0,18.0,18.0,23,12,0.035,0.025,0.3,0.003,22938,22,23
492,20220510,삼성동,26.0,15.0,27.0,23,12,0.035,0.025,0.3,0.003,50598,95,23
493,20220510,수서동,24.0,21.0,14.0,23,12,0.035,0.025,0.3,0.003,15622,14,23
494,20220510,압구정동,24.0,32.0,56.0,23,12,0.035,0.025,0.3,0.003,24507,19,23
495,20220511,개포동,24.0,38.0,15.0,28,15,0.051,0.018,0.3,0.003,19306,25,23
496,20220511,수서동,25.0,36.0,6.0,28,15,0.051,0.018,0.3,0.003,15767,14,23
497,20220511,압구정동,24.0,36.0,9.0,28,15,0.051,0.018,0.3,0.003,24793,19,23
498,20220511,세곡동,25.0,38.0,34.0,28,15,0.051,0.018,0.3,0.003,18178,71,23
499,20220511,양재동,23.0,38.0,13.0,28,15,0.051,0.018,0.3,0.003,63272,116,23
500,20220511,일원동,24.0,39.0,45.0,28,15,0.051,0.018,0.3,0.003,7951,20,23
501,20220617,개포동,24.0,70.0,29.0,34,20,0.03,0.028,0.4,0.003,20120,25,29
502,20220617,역삼동,27.0,60.0,13.0,34,20,0.03,0.028,0.4,0.003,68143,18,29
503,20220617,청담동,28.0,73.0,21.0,34,20,0.03,0.028,0.4,0.003,23774,31,29
504,20220617,논현동,28.0,59.0,15.0,34,20,0.03,0.028,0.4,0.003,39818,19,29
505,20220617,대치동,26.0,63.0,18.0,34,20,0.03,0.028,0.4,0.003,51362,17,29
506,20220617,도곡동,26.0,64.0,14.0,34,20,0.03,0.028,0.4,0.003,23917,22,29
507,20220617,삼성동,28.0,60.0,21.0,34,20,0.03,0.028,0.4,0.003,53409,95,29
508,20220617,수서동,26.0,66.0,12.0,34,20,0.03,0.028,0.4,0.003,16347,14,29
509,20220617,압구정동,25.0,72.0,19.0,34,20,0.03,0.028,0.4,0.003,27846,19,29
510,20220620,개포동,27.0,69.0,63.0,26,15,0.037,0.023,0.4,0.003,19413,25,29
511,20220620,수서동,28.0,65.0,27.0,26,15,0.037,0.023,0.4,0.003,15436,14,29
512,20220620,압구정동,27.0,66.0,26.0,26,15,0.037,0.023,0.4,0.003,24546,19,29
513,20220620,세곡동,28.0,66.0,83.0,26,15,0.037,0.023,0.4,0.003,17588,71,29
514,20220620,양재동,27.0,69.0,35.0,26,15,0.037,0.023,0.4,0.003,61562,116,29
515,20220620,일원동,28.0,65.0,37.0,26,15,0.037,0.023,0.4,0.003,7552,20,29
516,20220711,개포동,30.0,65.0,14.0,26,16,0.046,0.02,0.3,0.003,20254,25,32
517,20220711,역삼동,30.0,66.0,7.0,26,16,0.046,0.02,0.3,0.003,66314,18,32
518,20220711,청담동,29.0,68.0,7.0,26,16,0.046,0.02,0.3,0.003,20893,31,32
519,20220711,대치동,30.0,68.0,21.0,26,16,0.046,0.02,0.3,0.003,50331,17,32
520,20220711,도곡동,30.0,67.0,8.0,26,16,0.046,0.02,0.3,0.003,23754,22,32
521,20220711,삼성동,30.0,68.0,37.0,26,16,0.046,0.02,0.3,0.003,51565,95,32
522,20220711,수서동,29.0,69.0,7.0,26,16,0.046,0.02,0.3,0.003,15560,14,32
523,20220711,압구정동,30.0,66.0,9.0,26,16,0.046,0.02,0.3,0.003,24324,19,32
524,20220712,개포동,30.0,70.0,23.0,12,5,0.03,0.017,0.3,0.003,20624,25,32
525,20220712,청담동,30.0,60.0,20.0,12,5,0.03,0.017,0.3,0.003,22993,31,32
526,20220712,논현동,29.0,63.0,16.0,12,5,0.03,0.017,0.3,0.003,39576,19,32
527,20220712,수서동,30.0,67.0,19.0,12,5,0.03,0.017,0.3,0.003,15941,14,32
528,20220712,압구정동,29.0,64.0,15.0,12,5,0.03,0.017,0.3,0.003,26050,19,32
529,20220712,세곡동,30.0,68.0,86.0,12,5,0.03,0.017,0.3,0.003,18220,71,32
530,20220712,양재동,30.0,66.0,10.0,12,5,0.03,0.017,0.3,0.003,63539,116,32
531,20220712,일원동,30.0,69.0,64.0,12,5,0.03,0.017,0.3,0.003,7915,20,32
532,20220818,개포동,29.0,63.0,13.0,24,14,0.046,0.021,0.4,0.003,19629,25,38
533,20220818,수서동,31.0,57.0,11.0,24,14,0.046,0.021,0.4,0.003,14793,14,38
534,20220818,압구정동,30.0,61.0,14.0,24,14,0.046,0.021,0.4,0.003,25985,19,38
535,20220818,세곡동,31.0,60.0,39.0,24,14,0.046,0.021,0.4,0.003,17403,71,38
536,20220818,양재동,30.0,61.0,14.0,24,14,0.046,0.021,0.4,0.003,60358,116,38
537,20220818,일원동,30.0,61.0,21.0,24,14,0.046,0.021,0.4,0.003,7746,20,38
538,20220907,개포동,27.0,45.0,8.0,31,14,0.042,0.026,0.4,0.003,20606,25,39
539,20220907,역삼동,29.0,33.0,9.0,31,14,0.042,0.026,0.4,0.003,69001,18,39
540,20220907,청담동,31.0,47.0,12.0,31,14,0.042,0.026,0.4,0.003,23491,31,39
541,20220907,논현동,29.0,33.0,11.0,31,14,0.042,0.026,0.4,0.003,39296,19,39
542,20220907,대치동,29.0,29.0,2.0,31,14,0.042,0.026,0.4,0.003,51630,17,39
543,20220907,도곡동,28.0,33.0,3.0,31,14,0.042,0.026,0.4,0.003,23736,22,39
544,20220907,삼성동,30.0,29.0,23.0,31,14,0.042,0.026,0.4,0.003,52958,95,39
545,20220907,수서동,29.0,32.0,7.0,31,14,0.042,0.026,0.4,0.003,16273,14,39
546,20220907,압구정동,29.0,47.0,15.0,31,14,0.042,0.026,0.4,0.003,26293,19,39
547,20221005,개포동,20.0,60.0,43.0,19,9,0.022,0.017,0.3,0.003,20036,25,40
548,20221005,역삼동,21.0,51.0,7.0,19,9,0.022,0.017,0.3,0.003,65975,18,40
549,20221005,청담동,22.0,61.0,39.0,19,9,0.022,0.017,0.3,0.003,22541,31,40
550,20221005,논현동,21.0,54.0,15.0,19,9,0.022,0.017,0.3,0.003,38025,19,40
551,20221005,대치동,21.0,53.0,21.0,19,9,0.022,0.017,0.3,0.003,50285,17,40
552,20221005,도곡동,21.0,55.0,14.0,19,9,0.022,0.017,0.3,0.003,23195,22,40
553,20221005,삼성동,21.0,54.0,27.0,19,9,0.022,0.017,0.3,0.003,51694,95,40
554,20221005,수서동,21.0,54.0,16.0,19,9,0.022,0.017,0.3,0.003,16017,14,40
555,20221005,압구정동,20.0,63.0,56.0,19,9,0.022,0.017,0.3,0.003,24617,19,40
556,20221007,개포동,17.0,65.0,29.0,10,4,0.023,0.014,0.2,0.003,20053,25,40
557,20221007,수서동,18.0,61.0,3.0,10,4,0.023,0.014,0.2,0.003,16684,14,40
558,20221007,압구정동,18.0,61.0,6.0,10,4,0.023,0.014,0.2,0.003,26535,19,40
559,20221007,세곡동,18.0,65.0,26.0,10,4,0.023,0.014,0.2,0.003,18999,71,40
